,Institution Name,Issued by Top 25 Institution,Product Name,Report Date,Availability of Credit Card Plan,State,State (Multiple),Pertains to Specific Counties?,Requirements for Opening,Requirements for Opening Types,Geographic Restrictions,Professional Affiliation,Other,Secured Card,Targeted Credit Tiers,Purchase APR Offered?,Purchase APR Vary by Balance,Purchase APR Balance Tier 1,Purchase APR Tier 1 From Balance,Purchase APR Tier 1 To Balance,Purchase APR Balance Tier 2,Purchase APR Tier 2 From Balance,Purchase APR Tier 2 To Balance,Purchase APR Balance Tier 3,Purchase APR Tier 3 From Balance,Purchase APR Tier 3 To Balance,Purchase APR Balance Tier 4,Purchase APR Tier 4 From Balance,Purchase APR Tier 4 To Balance,Purchase APR Index,Variable Rate Index,Index,Purchase APR Vary by Credit Tier,Purchase APR no score,Purchase APR poor,Purchase APR good,Purchase APR great,Purchase APR min,Purchase APR median,Purchase APR max,Introductory APR Offered?,Introductory APR Vary By Credit Tier,Intro APR no score,Intro APR poor,Intro APR good,Intro APR great,Intro APR min,Intro APR median,Intro APR max,Median Length of Introductory APR,Balance Transfer Offered?,Balance Transfer APR Vary by Credit Tier,Transfer APR no score,Transfer APR poor,Transfer APR good,Transfer APR great,Transfer APR min,Transfer APR median,Transfer APR max,Median Length of Balance Transfer APR,Balance Transfer Grace Period,Cash Advance APR Offered?,Cash Advance APR Vary by Credit Tier,Advance APR no score,Advance APR poor,Advance APR good,Advance APR great,Advance APR min,Advance APR median,Advance APR max,Grace Period Offered?,Grace Period,Minimum Finance Charge?,Minimum Finance Charge (Dollars),Balance Computation Method,Balance Computation Method Details,Periodic Fee Type,Annual Fee,Monthly Fee,Weekly Fee,Other Periodic Fee Name,Other Periodic Fee Amount,Other Periodic Fee Frequency,Fee Varies?,Periodic min,Periodic max,Fee Explanation,Purchase Transaction Fees,Purchase Transaction Fee Type,Purchase Transaction Fee ($),Purchase Transaction Fee (%),Minimum Purchase Transaction Fee Amount,Purchase Transaction Fee Calculation,Balance Transfer Fees?,Balance Transfer Fee Types,Balance Transfer Fee ($),Balance Transfer Fee (%),Minimum Balance Transfer Fee Amount,Balance Transfer Fee Calculation,Cash Advance Fees?,Cash Advance Fee For Each Transaction,Cash Advance Fee Types,Cash Advance Fee ($),Cash Advance Fee (%),Minimum Cash Advance Fee Amount,Cash Advance Fee Calculation,Foreign Transaction Fees?,Foreign Transaction Fees Types,Foreign Transaction Fee ($),Foreign Transaction Fee (%),Minimum Foreign Transaction Fee Amount,Foreign Transaction Fee Calculation,Late Fees?,Late Fee Types,Late Fee ($),Late Fee Six Month Billing Cycle,Late Fee Policy Details,Over Limit Fees?,Over Limit Fee Types,Over Limit Fee ($),Overlimit Fee Detail,Other Fees,Additional Fees,Other Fee Name,Other Fee Amount,Other Fee Explanation,Other Fee Name 2,Other Fee Amount 2,Other Fee Explanation 2,Other Fee Name 3,Other Fee Amount 3,Other Fee Explanation 3,Other Fee Name 4,Other Fee Amount 4,Other Fee Explanation 4,Other Fee Name 5,Other Fee Amount 5,Other Fee Explanation 5,Services,Other Services,Rewards,Other Rewards,Card Features,Other Card Features,Contact Information Types,Website for Consumer,Telephone Number for Consumers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Truliant Federal Credit Union,FALSE,VISA Transparent Card,2024-12-31,National,,,,No,,,,,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,13.49%,13.99%,14.49%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,13.49%,13.99%,14.49%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,No,,,,,,,No,,,,,,No,,,,,No,,,,No,,,,,,,,,,,,,,,,,Automobile rental insurance,,,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.truliantfcu.org/borrow/credit-cards,800-822-0382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tucson Federal Credit Union,FALSE,Visa Platinum Preferred Credit Card,2024-12-31,National,,,,Yes,Other. Please Describe:,,,"Must qualify for membership for the Credit Union, by living, working, or worshiping in Pima County",No,Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,,,17.50%,14.75%,14.75%,15.25%,18.00%,Yes,No,,,,,7.50%,7.50%,7.50%,12,Yes,No,,,,,7.50%,7.50%,7.50%,12,No,Yes,Yes,,,18.00%,14.75%,14.75%,,17.50%,Yes,30,No,,Average daily balance excluding new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,No,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,1.00%,,,Yes,"1. What is the amount of the first late fee on the account?; 3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",$30.00,,20.00% of interest due- max $30.00,No,,,,Yes,No,Returned Payment,$27.00,"If the member makes a payment from one of their own accounts and the payment is returned, there is a fee",,,,,,,,,,,,,,,Cashback rewards; Travel-related rewards; Other rewards,"Gift cards, etc.","Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.tucsonfcu.com/wp-content/uploads/2024/12/Rates-Disclosures-Jan-2025.pdf,1-800-303-8328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TwinStar Credit Union,FALSE,Visa Platinum,2024-12-31,Regional,,OR; WA,No,Yes,Other. Please Describe:,,,Credit Union Membership,No,Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,13.50%,13.50%,13.50%,Yes,No,,,,,1.90%,1.90%,1.90%,6,No,,,,,,,,,,,Yes,No,,,,,16.50%,16.50%,16.50%,Yes,23,No,,Average daily balance excluding new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,No,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,0.80%,,,Yes,1. What is the amount of the first late fee on the account?,$20.00,,,No,,,,No,,,,,,,,,,,,,,,,,Debt cancellation coverage,,,,"Contactless Payments; Mobile wallet provisioning (for example, Apple Pay)",,Website,https://www.twinstarcu.com/visa/visa-platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,U.S. Bancorp,TRUE,Visa Platinum,2024-12-31,National,,,,No,,,,,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,,,27.74%,23.74%,17.74%,25.74%,28.74%,Yes,No,,,,,0.00%,0.00%,0.00%,21,Yes,No,,,,,0.00%,0.00%,0.00%,21,No,Yes,No,,,,,31.24%,31.24%,31.24%,Yes,26,Yes,$1.00,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$5.00,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$30.00,$41.00,,No,,,,Yes,No,Return Pymt Fee,$41.00,When payment is returned from bank unpaid.  This fee is up to $41,,,,,,,,,,,,,Access to Free Credit Scores; Discounts on purchases of goods and services (non travel related),,,,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Website,http://www.usbank.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,U.S. Bancorp,TRUE,Cash+ Signature,2024-12-31,National,,,,No,,,,,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,,,28.74%,21.74%,18.49%,25.74%,28.74%,Yes,No,,,,,0.00%,0.00%,0.00%,15,Yes,No,,,,,0.00%,0.00%,0.00%,15,No,Yes,No,,,,,31.24%,31.24%,31.24%,Yes,26,Yes,$1.00,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,3.00%,$5.00,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$30.00,$41.00,,No,,,,Yes,No,Return Pymt Fee,$41.00,When payment is returned from bank unpaid.  This fee is up to $41,,,,,,,,,,,,,Access to Free Credit Scores; Discounts on purchases of goods and services (non travel related),,Cashback rewards,,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Website,http://www.usbank.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,U.S. Bancorp,TRUE,Altitude Go Sig,2024-12-31,National,,,,No,,,,,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,,,28.24%,21.24%,17.24%,25.24%,28.24%,Yes,No,,,,,0.00%,0.00%,0.00%,12,Yes,No,,,,,0.00%,0.00%,0.00%,12,No,Yes,No,,,,,31.24%,31.24%,31.24%,Yes,26,Yes,$1.00,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,3.00%,$5.00,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$30.00,$41.00,,No,,,,Yes,No,Return Payment Fee,$41.00,When payment is returned from bank unpaid.  This fee is up to $41,,,,,,,,,,,,,Access to Free Credit Scores,,Travel-related rewards,,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Website,http://www.usbank.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,U.S. Bancorp,TRUE,Fidelity® Rewards Visa Signature®,2024-12-31,National,,,,Yes,Other. Please Describe:,,,Must be an authenticated Fidelity customer,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,,,18.24%,18.24%,18.24%,18.24%,18.24%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,28.24%,28.24%,28.24%,Yes,26,Yes,$1.00,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,3.00%,$5.00,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$30.00,$41.00,,No,,,,Yes,No,Return Payment Fee,$41.00,When payment is returned from bank unpaid.  This fee is up to $41,,,,,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related),,Cashback rewards; Travel-related rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.Fidelity.com,888-551-5144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,U.S. Bancorp,TRUE,Kroger Rewards World Elite Mastercard,2024-12-31,National,,,,Yes,Other. Please Describe:,,,"Kroger Loyalty ID is required to be captured at time of application, but if a customer enters inaccurate or false data this does not prevent underwriting.",No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,,,31.24%,20.24%,18.24%,23.24%,31.24%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,31.24%,31.24%,31.24%,Yes,26,Yes,$1.00,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,4.00%,$10.00,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$30.00,$41.00,,No,,,,Yes,No,Return Payment Fee,$41.00,When payment is returned from bank unpaid.  This fee is up to $41,,,,,,,,,,,,,Access to Free Credit Scores; Discounts on purchases of goods and services (non travel related),,Cashback rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.krogermastercard.com,844-237-0593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UBS Bank USA,FALSE,UBS Visa Signature credit card,2024-12-31,National,,,,No,,,,,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,22.49%,22.49%,22.49%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,29.49%,29.49%,29.49%,Yes,30,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,Yes,No,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$27.00,$38.00,,No,,,,Yes,Yes,Returned payment fee,$27.00,"If your bank does not honor a check or direct debit you deliver to us, or we must return a check because it is not signed or is otherwise irregular, we may charge you a Returned Payment Fee.",Returned check fee,$27.00,"If we return a Convenience Check (which includes a Balance Transfer Check or a Cash Advance Check) unpaid because it exceeds your available credit line at the time it is processed, your Account is closed or otherwise does not have charge privileges, you d",Administrative charges,$5.00,"If you request photocopies of monthly billing statements, you will be charged $5 for each duplicate requested for each statement requested that is less than 25 months old. If the requested statement is 25 months or older you will be charged $10 for each r",Expedited delivery/overnight fee,$35.00,"If you request any special services such as obtaining Cards on an expedited basis, you agree to pay our reasonable charges for such services, in effect at that time.",,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,"Concierge
Travel and purchase protections
$140 Annual credit (Amazon)
Unlimited ATM fee rebates
Cell phone protection",Cashback rewards; Travel-related rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.ubs.com/us/en/wealth-management/our-solutions/banking/cards/personal.html,800-762-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UMB Financial Corporation,FALSE,Rural King Rewards Visa,2024-12-31,Regional,,AL; FL; GA; IL; IN; KY; MI; MO; NC; OH; PA; TN; VA; WV,No,Yes,Other. Please Describe:,,,Geographical proximity to store locations,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,21.49%,,26.49%,21.49%,20.74%,21.49%,29.49%,No,,,,,,,,,,Yes,No,,,,,0.00%,0.00%,0.00%,12,Yes,Yes,No,,,,,32.00%,32.00%,32.00%,Yes,25,Yes,$0.50,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,3.00%,$15.00,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,3.00%,$15.00,,Yes,"2. If fee is percentage of transaction amount, what is it?",,2.00%,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$27.00,$38.00,,No,,,,Yes,No,Returned Payment Fee,$27.00,"$27 for first fee, $38 for repeat fee within a 6 month period. This fee is charged when a payment bounces, and is only charged if the customer is not charged a late fee during the same billing period.",,,,,,,,,,,,,Automobile rental insurance; Extension on manufacturer’s warranty; Other,"Travel & Emergency Assistance Services, Trip Cancellation / Trip Interruption, Purchase Security, Trip Delay Reimbursement, Lost Luggage Reimbursement, Emergency Evacuation & Transportation Coverage",Other rewards,Points are auto-redeemed for Rural King merchandise certificates.,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Phone,,8338140891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unify Financial Federal Credit Union,FALSE,UNIFY Fixed Rate Visa Credit Cards,2024-12-31,National,,,,Yes,Professional Affiliation,,"Limited field of membership based on employer and/or geographic location, plus association membership with Friends of Hobbs state park",,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,No,,F,Yes,,17.99%,16.49%,15.74%,14.49%,16.24%,17.99%,Yes,Yes,,13.99%,12.24%,6.24%,5.49%,,13.99%,6,Yes,Yes,,13.99%,12.24%,6.24%,5.49%,,13.99%,12,Yes,Yes,Yes,,17.99%,16.49%,15.74%,14.24%,,17.99%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,No,,,,,,,No,,,,,,Yes,"3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",,,"Up to $25 or the amount of the minimum payment, whichever is less",No,,,,Yes,Yes,Returned Payment Fee,$25.00,"$25 or the amount of the returned payment, whichever is less. Charged when a payment is returned unpaid.",Card or PIN Replacement Fee,$5.00,To reissue the card or PIN between renewals,Rush Fee,$50.00,to expedite delivery of a reissued card - within 2 business days,Statement or Document Copy Fee,$1.00,"When cardholder requests a copy of a statement, receipt or other document",,,,Automobile rental insurance; Credit card registration; Debt cancellation coverage; Extension on manufacturer’s warranty,,,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.unifyfcu.com/credit-cards,8772549328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,University Bank,FALSE,University Bank Visa Credit Card,2024-12-31,National,,,,No,,,,,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,,,14.50%,10.50%,10.50%,14.50%,18.50%,No,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,,,14.50%,10.50%,10.50%,,18.50%,Yes,25,Yes,$1.00,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"4. If the fee is not a percentage, or a percentage subject to a minimum dollar amount, how do you calculate the fee?",,,,"Either $5.00 or 4.00% of the amount of each transfer, whichever is greater.",No,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,Yes,1. What is the amount of the first late fee on the account?,$25.00,,,Yes,1. What is the amount of the overlimit fee when charged?,$25.00,,Yes,Yes,Returned Payment Fee,$25.00,When a payment is returned NSF.,Replacement Card Fee,$10.00,When a card is lost/stolen and needs to be replaced.,Additional Card Fee,$10.00,When an additional card is requested on the account.,Duplicate Statement or Document Copy Fee,$5.00,When a duplicate statement is requested.,Expedited Delivery Fee,$50.00,When a customer requests that a card be shipped overnight.,Other,Travel Accident Insurance.,Travel-related rewards; Other rewards,Reward points which can be redeemed for merchandise.,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://university-bank.com,1-800-368-7987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,University Credit Union,FALSE,Platinum Visa Card,2024-12-31,National,,,,Yes,Other. Please Describe:,,,Must be a member of the credit union.,No,No credit score; Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,No,,,,,,,,,,,,,,,,F,,,,,,,,,Yes,No,,,,,3.99%,3.99%,3.99%,12,No,,,,,,,,,,,Yes,Yes,19.99%,19.99%,17.32%,13.99%,12.74%,,20.24%,Yes,25,Yes,$1.00,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,3.00%,$10.00,,Yes,"2. If fee is percentage of transaction amount, what is it?",,1.00%,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$25.00,$25.00,,No,,,,Yes,Yes,Return payment fee,$25.00,payment returned,Return convenience check fee,$10.00,convenience check is returned,Card replacement fee,$10.00,issue a new card for lost,Rush Fee,$5.00,to rush the delivery of a new card,Debt Protection/cancellation,$0.16,"$0.164 per $100.00 of the monthly outstanding balance.  This is optional coverage for Life, Disability, and Involuntary Unemployment.",Automobile rental insurance; Debt cancellation coverage,,,,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.ucumaine.com/credit-cards,1-800-696-8628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,University Of Kentucky Federal Credit Union,FALSE,Credit Card Agreement,2024-12-31,National,,,,No,,,,,No,No credit score; Credit score 619 or less,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,18.00%,18.00%,16.99%,11.49%,11.49%,14.75%,18.00%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,18.00%,18.00%,18.00%,No,,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,No,,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,1.00%,,,Yes,1. What is the amount of the first late fee on the account?,$29.00,,,No,,,,Yes,Yes,Return Payment Fee,$29.00,When members payment is returned NSF,Statement Copy Fee,$2.00,When an additional paper copy of the statement is requested,Card Replacement Fee,$5.00,When replacement cards must be issued outside of the normal replacement schedule.,,,,,,,Extension on manufacturer’s warranty,,Travel-related rewards,,"Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Website,https://www.ukfcu.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,University Of Wisconsin Credit Union,FALSE,Visa Credit Card,2024-12-31,National,,,,Yes,Other. Please Describe:,,,"* Wisconsin resident who is enrolled in or has previously attended any accredited institution of higher education nationwide.
* Live, work or attend school within 5 miles of any branch location
* Employee, student or alumni of UW schools, colleges and ext",No,No credit score; Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,17.45%,23.75%,17.45%,13.55%,13.40%,17.45%,24.75%,No,,,,,,,,,,Yes,No,,,,,0.00%,0.00%,0.00%,6,Yes,Yes,Yes,17.45%,23.75%,17.45%,13.55%,13.40%,,24.75%,Yes,27,Yes,$1.00,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"4. If the fee is not a percentage, or a percentage subject to a minimum dollar amount, how do you calculate the fee?",,,,"Balance Transfers at the regular rate do not incur a fee. Our 0% Balance Transfer Promotion has a 3% Fee or $10, whichever is greater.",Yes,Yes,"1. If the fee is charged in dollars, what is the amount?",$2.00,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,1.00%,,,Yes,"3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",,,"All Late Fees are $25 or the same as the MPD, whichever is less.",No,,,,No,,,,,,,,,,,,,,,,,Automobile rental insurance; Extension on manufacturer’s warranty; Other,"Auto Rental Collision Damage Waiver, Travel and Emergency Assistance Services, Purchase Security, Extended Warranty Protection",,,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.uwcu.org,608-327-7372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,University Of Wisconsin Credit Union,FALSE,Visa Rewards Credit Card,2024-12-31,National,,,,Yes,Other. Please Describe:,,,"* Wisconsin resident who is enrolled in or has previously attended any accredited institution of higher education nationwide.
* Live, work or attend school within 5 miles of any branch location
* Employee, student or alumni of UW schools, colleges and ext",No,No credit score; Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,27.35%,26.35%,19.30%,16.15%,16.00%,19.30%,27.35%,No,,,,,,,,,,Yes,No,,,,,0.00%,0.00%,0.00%,0,Yes,Yes,Yes,27.35%,26.35%,19.30%,16.15%,16.00%,,27.35%,Yes,27,Yes,$1.00,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"4. If the fee is not a percentage, or a percentage subject to a minimum dollar amount, how do you calculate the fee?",,,,"Balance Transfers at the regular rate do not incur a fee. Our 0% Balance Transfer Promotion has a 3% Fee or $10, whichever is greater.",Yes,Yes,"1. If the fee is charged in dollars, what is the amount?",$2.00,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,1.00%,,,Yes,"3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",,,"All Late Fees are $25 or the same as the MPD, whichever is less.",No,,,,No,,,,,,,,,,,,,,,,,Extension on manufacturer’s warranty; Other,"Auto Rental Collision Damage Waiver, Lost Luggage Reimbursement, Purchase Security, Extended Warranty Protection, Travel Accident Insurance, Travel and Emergency Assistance Services, Trip Cancellation and Interruption",Cashback rewards,,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay); Other",Instant Digital Issuance,Phone; Website,https://www.uwcu.org,833-327-7372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,University Of Wisconsin Credit Union,FALSE,Visa Signature Rewards Credit Card,2024-12-31,National,,,,Yes,Other. Please Describe:,,,"* Wisconsin resident who is enrolled in or has previously attended any accredited institution of higher education nationwide.
* Live, work or attend school within 5 miles of any branch location
* Employee, student or alumni of UW schools, colleges and ext",No,No credit score; Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,27.75%,27.38%,22.96%,19.81%,19.66%,22.96%,27.75%,No,,,,,,,,,,Yes,No,,,,,0.00%,0.00%,0.00%,0,Yes,Yes,Yes,27.75%,27.38%,22.96%,19.81%,19.66%,,27.75%,Yes,27,Yes,$1.00,Average daily balance excluding new purchases,,,,,,,,,,,,,No,,,,,,Yes,"4. If the fee is not a percentage, or a percentage subject to a minimum dollar amount, how do you calculate the fee?",,,,"Balance Transfers at the regular rate do not incur a fee. Our 0% Balance Transfer Promotion has a 3% Fee or $10, whichever is greater.",Yes,Yes,"1. If the fee is charged in dollars, what is the amount?",$2.00,,,,No,,,,,,Yes,"3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",,,"All Late Fees are $25 or the same as the MPD, whichever is less.",No,,,,No,,,,,,,,,,,,,,,,,Automobile rental insurance; Extension on manufacturer’s warranty; Other,"Auto Rental Collision Damage Waiver, Lost Luggage Reimbursement, Purchase Security, Extended Warranty Protection, Travel Accident Insurance, Travel and Emergency Assistance Services, Trip Cancellation and Interruption, Roadside Dispatch, Groundlink Chauff",Cashback rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay); Other",Instant Digital Issuance,Phone; Website,https://www.uwcu.org,833-327-7372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
